iatiidentifier,donor_ref,donor,org_type,x1_donor_type,a01,a02,modality,declared_activity,declared_transaction,status_code,status_name,recipient_main,commitment_usd,disbursement_usd,n_disb_years,first_disb_year,last_disb_year,planned_start,actual_start,planned_end,actual_end,y2_early_days,planned_duration_days,budget_orig,n_budget_lines,budget_ccy,commitment_usd_full,disbursement_usd_full,n_disb_years_full,finance_type,finance_type_name,flow_type,flow_type_name,tied_status,collaboration_type,collaboration_type_name,hierarchy,cp_eligible,complete_flag,y1_gap,y1_gap_full
XM-DAC-6-4-010418-01-5,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,10,Bilateral,0,1,A02_sector,1,0,4,Closed,ET,3987900,3987936.893772,1,2014,2019,2014-09-24,2015-01-15,2015-12-31,2023-03-02,-2618,463,NA,NA,NA,3987900,3987936.893772,2,110,Standard grant,10,ODA,5,1,Bilateral,1,0,1,-9.25142857144401e-6,-9.25142857144401e-6
XM-DAC-6-4-012316-01-0,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,10,Bilateral,0,1,A02_sector,1,0,2,Implementation,ET,1139400,797580,1,2022,2022,2021-06-06,2022-11-23,2023-06-06,NA,NA,730,NA,NA,NA,1139400,797580,1,110,Standard grant,10,ODA,5,1,Bilateral,1,0,0,0.30000000000000004,0.30000000000000004
XM-DAC-3-1-114412-14709,XM-DAC-3-1,"Ministry of Foreign Affairs, Denmark",10,Bilateral,0,1,A02_sector,1,0,4,Closed,NP,0,-2263.3912102318636,0,NA,NA,1998-01-01,2004-10-31,2009-12-31,2019-04-09,-3386,4382,NA,NA,NA,3917742.648515983,28119529.969969057,7,110,Standard grant,10,ODA,NA,1,Bilateral,2,0,1,NA,-6.177482671206227
XM-DAC-6-4-010693-01-2,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,10,Bilateral,1,0,A01_general,1,0,4,Closed,ML,826065,804838.057758,1,2015,2018,2015-11-30,NA,2016-11-16,2023-03-02,-2297,352,NA,NA,NA,804838.057758,804838.057758,2,110,Standard grant,10,ODA,5,1,Bilateral,1,1,1,0.025696455172413812,0
XM-DAC-6-4-010084-02-3,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,10,Bilateral,1,0,A01_general,1,0,4,Closed,ML,1105218,1083247.587864,1,2015,2017,2016-01-28,NA,2016-12-30,2023-03-02,-2253,337,NA,NA,NA,1083247.587864,1083247.587864,2,110,Standard grant,10,ODA,5,1,Bilateral,1,1,1,0.019878804123711458,0
XM-DAC-6-4-010496-02-1,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,10,Bilateral,0,1,A02_sector,1,0,4,Closed,LB,62667,20800.749671999998,1,2016,2020,2015-02-13,2016-12-14,2016-10-13,2023-03-02,-2331,608,NA,NA,NA,20800.749672,20800.749672,2,110,Standard grant,10,ODA,5,1,Bilateral,1,0,1,0.668074909090909,0
XM-DAC-6-4-010680-01-4,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,10,Bilateral,1,0,A01_general,1,0,4,Closed,SL,2278800,2219851.48887,1,2015,2017,2015-10-30,NA,2016-10-15,2018-03-27,-528,351,NA,NA,NA,2219851.48887,2219851.48887,2,110,Standard grant,10,ODA,5,1,Bilateral,1,1,1,0.025868224999999967,0
XM-DAC-6-4-012620-01-0,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,10,Bilateral,0,1,A02_sector,1,0,3,Finalisation,SO,NA,NA,NA,NA,NA,2022-06-01,2026-06-15,2023-05-31,NA,NA,364,NA,NA,NA,2278800,0,1,110,Standard grant,10,ODA,5,1,Bilateral,1,0,1,NA,1
XM-DAC-6-4-011068-01-3,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,10,Bilateral,0,1,A02_sector,1,0,3,Finalisation,SN,2050920,2848500,1,2017,2021,2017-04-02,2017-12-15,2026-12-31,NA,NA,3560,NA,NA,NA,2050920,2848500,3,110,Standard grant,10,ODA,5,1,Bilateral,1,0,1,-0.38888888888888884,-0.38888888888888884
XM-DAC-6-4-010733-01-5,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,10,Bilateral,1,0,A01_general,1,0,4,Closed,SN,3418200,3416870.37717,1,2015,2018,2015-12-30,NA,2016-12-10,2023-03-02,-2273,346,NA,NA,NA,3416870.37717,3416870.37717,2,110,Standard grant,10,ODA,5,1,Bilateral,1,1,1,3.889833333332593e-4,0
XM-DAC-6-4-011649-01-3,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,10,Bilateral,0,1,A02_sector,1,0,2,Implementation,MZ,15564204,3190320,1,2021,2021,2019-01-01,NA,2021-12-31,NA,NA,1095,NA,NA,NA,15564204,3190320,1,110,Standard grant,10,ODA,5,1,Bilateral,1,0,0,0.7950219619326501,0.7950219619326501
XM-DAC-6-4-010997-01-1,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,10,Bilateral,0,1,A02_sector,1,0,4,Closed,MZ,683640,683640,1,2017,2020,2016-12-20,2018-09-12,2020-12-19,2023-03-02,-803,1460,NA,NA,NA,683640,683640,2,110,Standard grant,10,ODA,5,1,Bilateral,1,0,1,0,0
XM-DAC-6-4-009147-01-4,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,10,Bilateral,0,1,A02_sector,1,0,4,Closed,MZ,0,1786581.775044,1,2014,2017,2010-01-01,2008-12-17,2020-12-31,2018-01-09,1087,4017,NA,NA,NA,4557600,4557600,6,110,Standard grant,10,ODA,5,1,Bilateral,1,0,1,NA,0
XM-DAC-6-4-008465-03-0,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,10,Bilateral,1,0,A01_general,1,0,4,Closed,MZ,1204459.7400000002,1114556.1463980002,1,2014,2017,2007-01-01,NA,2009-12-31,2023-03-02,-4809,1095,NA,NA,NA,3708969.9463979998,3708969.9463979998,9,110,Standard grant,10,ODA,5,1,Bilateral,1,1,1,0.0746422571185319,0
XM-DAC-6-4-010997-03-3,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,10,Bilateral,0,1,A02_sector,1,0,4,Closed,MZ,341820,341820,1,2017,2017,2016-12-20,2017-10-03,2017-12-19,2023-03-02,-1899,364,NA,NA,NA,341820,341820,1,110,Standard grant,10,ODA,5,1,Bilateral,1,0,1,0,0
XM-DAC-6-4-011097-01-5,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,10,Bilateral,0,1,A02_sector,1,0,4,Closed,MZ,3418200,3418200,1,2017,2019,2017-05-03,2017-10-16,2020-04-30,2022-05-11,-741,1093,NA,NA,NA,3418200,3418200,3,110,Standard grant,10,ODA,5,1,Bilateral,1,0,1,0,0
XM-DAC-6-4-010049-01-2,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,10,Bilateral,0,1,A02_sector,1,0,3,Finalisation,MZ,0,3418200,1,2014,2016,2013-06-05,2013-12-04,2015-06-05,NA,NA,730,NA,NA,NA,3418200,3418200,3,110,Standard grant,10,ODA,5,1,Bilateral,1,0,1,NA,0
XM-DAC-6-4-009696-03-5,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,10,Bilateral,0,1,A02_sector,1,0,4,Closed,SV,148122,148131.354474,1,2015,2019,2015-11-01,NA,2016-10-31,2023-03-02,-2313,365,NA,NA,NA,148122,148131.354474,2,110,Standard grant,10,ODA,5,1,Bilateral,1,0,1,-6.315384615374064e-5,-6.315384615374064e-5
XM-DAC-6-4-012041-01-3,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,10,Bilateral,0,1,A02_sector,1,0,2,Implementation,SV,3987900,1922338.71,1,2022,2023,2020-03-01,2023-11-08,2027-03-03,NA,NA,2558,NA,NA,NA,3987900,1922338.71,1,110,Standard grant,10,ODA,5,1,Bilateral,1,0,0,0.5179571428571429,0.5179571428571429
XM-DAC-6-4-010497-01-2,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,10,Bilateral,1,0,A01_general,1,0,4,Closed,SV,267759,187431.3,1,2015,2015,2015-09-10,2015-07-24,2016-09-09,2018-03-27,-564,365,NA,NA,NA,187431.3,187431.3,1,110,Standard grant,10,ODA,5,1,Bilateral,1,1,1,0.30000000000000004,0
XM-DAC-6-4-011023-01-4,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,10,Bilateral,0,1,A02_sector,1,0,5,Cancelled,SV,0,0,0,NA,NA,2017-02-01,NA,2019-12-31,NA,NA,1063,NA,NA,NA,0,0,0,110,Standard grant,10,ODA,5,1,Bilateral,1,0,0,NA,NA
XM-DAC-6-4-012586-01-0,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,10,Bilateral,1,0,A01_general,1,0,4,Closed,UA,125334000,125334000,1,2022,2022,2022-02-27,2022-02-28,2022-12-31,2022-04-05,270,307,NA,NA,NA,125334000,125334000,1,110,Standard grant,10,ODA,5,1,Bilateral,1,1,1,0,0
XM-DAC-6-4-010408-01-6,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,10,Bilateral,0,1,A02_sector,1,0,4,Closed,VN,106306.02,32117.63508,1,2014,2020,2014-11-03,2015-02-03,2015-11-02,2023-03-02,-2677,364,NA,NA,NA,32117.635079999993,32117.635080000004,4,110,Standard grant,10,ODA,5,1,Bilateral,1,0,1,0.6978756698821007,-4.440892098500626e-16
XM-DAC-6-4-010519-02-5,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,10,Bilateral,0,1,A02_sector,1,0,4,Closed,VN,5980.904298,5980.904298,1,2015,2017,2015-03-04,2015-10-12,2018-03-03,2023-03-02,-1825,1095,NA,NA,NA,5980.904298,5980.904298,3,110,Standard grant,10,ODA,5,1,Bilateral,1,0,1,0,0
XM-DAC-6-4-009614-01-0,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,10,Bilateral,0,1,A02_sector,1,0,2,Implementation,VN,0,535062.24,1,2015,2015,2011-03-01,2015-05-26,2023-09-18,NA,NA,4584,NA,NA,NA,2675311.2,-3353.276988000027,2,110,Standard grant,10,ODA,5,1,Bilateral,1,0,0,NA,1.0012534156729131
XM-DAC-6-4-010607-01-5,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,10,Bilateral,0,1,A02_sector,1,0,3,Finalisation,TN,2256012,2256012,1,2015,2017,2015-09-01,2015-12-16,2016-09-01,NA,NA,366,NA,NA,NA,2256012,2256012,1,110,Standard grant,10,ODA,5,1,Bilateral,1,0,1,0,0
XM-DAC-6-4-010744-01-6,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,10,Bilateral,0,1,A02_sector,1,0,3,Finalisation,TN,5540913.5940000005,5540913.5940000005,1,2018,2019,2016-04-21,2019-10-18,2026-12-31,NA,NA,3906,NA,NA,NA,5540913.5940000005,5540913.5940000005,1,110,Standard grant,10,ODA,5,1,Bilateral,1,0,1,0,0
XM-DAC-6-4-010419-01-0,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,10,Bilateral,0,1,A02_sector,1,0,2,Implementation,TN,1140471.036,782648.368092,1,2015,2021,2014-12-01,2017-08-30,2021-12-31,NA,NA,2587,NA,NA,NA,1140471.036,782648.368092,2,110,Standard grant,10,ODA,5,1,Bilateral,1,0,0,0.3137498950986073,0.3137498950986073
XI-IATI-EC_INTPA-2023-ACT-61831,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,AW,7579137.2598,0,0,NA,NA,2023-11-23,2023-11-23,2031-02-28,NA,NA,2654,NA,NA,NA,16179480,0,0,110,Standard grant,50,Other flows,5,1,Bilateral,1,0,0,1,1
XI-IATI-EC_INTPA-2021-PCC-427597,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,1,Pipeline/identification,BB,4044870,0,0,NA,NA,2021-10-18,2021-10-18,2023-08-18,2023-08-18,0,669,NA,NA,NA,3703050,0,0,110,Standard grant,50,Other flows,5,1,Bilateral,2,0,0,1,1
XI-IATI-EC_INTPA-2022-ACT-61306,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,AO,68364000,0,0,NA,NA,2022-12-16,2022-12-16,2031-02-10,NA,NA,2978,NA,NA,NA,68364000,0,0,110,Standard grant,10,ODA,5,1,Bilateral,1,0,0,1,1
XI-IATI-EC_INTPA-2023-ACT-61724,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,BD,34182000,0,0,NA,NA,2023-09-15,2023-09-15,2028-12-17,NA,NA,1920,NA,NA,NA,45576000,0,0,110,Standard grant,10,ODA,5,1,Bilateral,1,0,0,1,1
XI-IATI-EC_INTPA-2018-ACT-D-40701-00,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,BD,172567995.448896,0,0,NA,NA,2019-06-30,2019-06-30,2032-01-30,NA,NA,4597,NA,NA,NA,167323660.416918,0,0,110,Standard grant,10,ODA,5,1,Bilateral,1,0,0,1,1
XI-IATI-EC_INTPA-2018-ACT-D-40643-00,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,BD,67035890.2932,0,0,NA,NA,2018-12-17,2018-12-17,2027-12-17,NA,NA,3287,NA,NA,NA,67035890.2932,0,0,110,Standard grant,10,ODA,5,1,Bilateral,1,0,0,1,1
XI-IATI-EC_INTPA-2017-ACT-D-39656-00,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,BD,186857614.3788,0,0,NA,NA,2018-12-17,2018-12-17,2027-12-17,NA,NA,3287,NA,NA,NA,186857614.3788,0,0,110,Standard grant,10,ODA,5,1,Bilateral,1,0,0,1,1
XI-IATI-EC_INTPA-2021-ACT-62576,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,BD,NA,NA,NA,NA,NA,2025-03-25,2024-11-14,2032-06-29,NA,NA,2653,NA,NA,NA,50133600,0,0,110,Standard grant,10,ODA,5,1,Bilateral,1,0,0,NA,1
XI-IATI-EC_INTPA-2021-ACT-61116,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,BD,113940000,0,0,NA,NA,2021-12-16,2021-12-16,2030-06-29,NA,NA,3117,NA,NA,NA,113940000,0,0,110,Standard grant,10,ODA,5,1,Bilateral,1,0,0,1,1
XI-IATI-EC_INTPA-2022-ACT-60736,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,BL,2848500,0,0,NA,NA,2022-12-12,2022-12-12,2029-07-03,NA,NA,2395,NA,NA,NA,2848500,0,0,110,Standard grant,50,Other flows,5,1,Bilateral,1,0,0,1,1
XI-IATI-EC_INTPA-2008-ACT-D-20972-01,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,1,0,A01_general,1,0,2,Implementation,BF,-4557600,0,0,NA,NA,2009-05-08,2009-05-08,2021-12-08,NA,NA,4597,NA,NA,NA,412301192.027418,0,0,110,Standard grant,10,ODA,5,1,Bilateral,1,1,0,NA,1
XI-IATI-EC_INTPA-2021-ACT-61083,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,1,0,A01_general,1,0,1,Pipeline/identification,BF,0,0,0,NA,NA,2021-12-16,2021-12-16,2025-12-20,NA,NA,1465,NA,NA,NA,0,0,0,110,Standard grant,10,ODA,5,1,Bilateral,1,1,0,NA,NA
XI-IATI-EC_INTPA-2016-ACT-D-38574-01,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,1,0,A01_general,1,0,2,Implementation,BF,206235045.977454,0,0,NA,NA,2016-12-07,2016-12-07,2025-06-07,NA,NA,3104,NA,NA,NA,206235045.977454,0,0,110,Standard grant,10,ODA,5,1,Bilateral,1,1,0,1,1
XI-IATI-EC_INTPA-2016-ACT-D-38564-01,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,BF,66370050,0,0,NA,NA,2016-10-13,2016-10-13,2025-06-13,NA,NA,3165,NA,NA,NA,66169541.076984,0,0,110,Standard grant,10,ODA,5,1,Bilateral,1,0,0,1,1
XI-IATI-EC_INTPA-2016-ACT-D-38569-00,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,BF,48353739.15816,0,0,NA,NA,2016-12-07,2016-12-07,2024-12-07,NA,NA,2922,NA,NA,NA,46855194.945768,0,0,110,Standard grant,10,ODA,5,1,Bilateral,1,0,0,1,1
XI-IATI-EC_INTPA-2016-ACT-D-38575-00,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,BF,75086460,0,0,NA,NA,2017-02-27,2017-02-27,2025-02-27,NA,NA,2922,NA,NA,NA,72738583.635726,0,0,110,Standard grant,10,ODA,5,1,Bilateral,1,0,0,1,1
XI-IATI-EC_INTPA-2019-ACT-D-42209-00,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,BF,28485000,0,0,NA,NA,2019-12-13,2019-12-13,2024-12-13,NA,NA,1827,NA,NA,NA,28485000,0,0,110,Standard grant,10,ODA,5,1,Bilateral,1,0,0,1,1
XI-IATI-EC_INTPA-2019-ACT-D-40019-00,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,BO,39879000,0,0,NA,NA,2019-08-05,2019-08-05,2029-01-04,NA,NA,3440,NA,NA,NA,39879000,0,0,110,Standard grant,10,ODA,5,1,Bilateral,1,0,0,1,1
XI-IATI-EC_INTPA-2020-ACT-D-38966-00,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,BO,22788000,0,0,NA,NA,2021-12-06,2021-12-06,2027-12-05,NA,NA,2190,NA,NA,NA,22788000,0,0,110,Standard grant,10,ODA,5,1,Bilateral,1,0,0,1,1
XI-IATI-EC_INTPA-2020-ACT-D-40118-00,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,BO,34182000,0,0,NA,NA,2021-12-06,2021-12-06,2032-12-05,NA,NA,4017,NA,NA,NA,34182000,0,0,110,Standard grant,10,ODA,5,1,Bilateral,1,0,0,1,1
XI-IATI-EC_INTPA-2014-ACT-D-25027-00,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,BO,71191367.37729,0,0,NA,NA,2015-06-05,2015-06-05,2026-02-04,NA,NA,3897,NA,NA,NA,71191367.37729,0,0,110,Standard grant,10,ODA,5,1,Bilateral,1,0,0,1,1
XI-IATI-EC_INTPA-2023-ACT-60734,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,BO,35321400,0,0,NA,NA,2023-04-26,2023-04-26,2031-11-01,NA,NA,3111,NA,NA,NA,35321400,0,0,110,Standard grant,10,ODA,5,1,Bilateral,1,0,0,1,1
XI-IATI-EC_INTPA-2023-ACT-61699,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,BJ,38739600,0,0,NA,NA,2023-11-06,2023-11-06,2031-08-05,NA,NA,2829,NA,NA,NA,38739600,0,0,110,Standard grant,10,ODA,5,1,Bilateral,1,0,0,1,1
XI-IATI-EC_INTPA-2022-ACT-61508,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,1,0,A01_general,1,0,2,Implementation,BJ,49848750,0,0,NA,NA,2022-11-23,2022-11-23,2032-07-09,NA,NA,3516,NA,NA,NA,84030750,0,0,110,Standard grant,10,ODA,5,1,Bilateral,1,1,0,1,1
XI-IATI-EC_INTPA-2022-ACT-60987,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,BT,10596420,0,0,NA,NA,2022-11-16,2022-11-16,2028-05-04,NA,NA,1996,NA,NA,NA,10596420,0,0,110,Standard grant,10,ODA,5,1,Bilateral,1,0,0,1,1
XI-IATI-EC_INTPA-2021-ACT-61078,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,BT,17091000,0,0,NA,NA,2021-12-16,2021-12-16,2027-09-19,NA,NA,2103,NA,NA,NA,17091000,0,0,110,Standard grant,10,ODA,5,1,Bilateral,1,0,0,1,1
XI-IATI-EC_INTPA-2020-ACT-D-42401-00,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,1,0,A01_general,1,0,2,Implementation,CF,51273000,0,0,NA,NA,2020-06-12,2020-06-12,2030-06-12,NA,NA,3652,NA,NA,NA,51273000,0,0,110,Standard grant,10,ODA,5,1,Bilateral,1,1,0,1,1
XI-IATI-EC_INTPA-2023-ACT-62014,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,1,0,A01_general,1,0,2,Implementation,CI,NA,NA,NA,NA,NA,2023-12-20,2023-12-20,2032-06-13,NA,NA,3098,NA,NA,NA,56970000,0,0,110,Standard grant,10,ODA,5,1,Bilateral,1,1,0,NA,1
XI-IATI-EC_INTPA-2017-ACT-D-40031-01,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,CM,173188800,0,0,NA,NA,2017-11-09,2017-11-09,2028-05-09,NA,NA,3834,NA,NA,NA,173188800,0,0,110,Standard grant,10,ODA,5,1,Bilateral,1,0,0,1,1
XI-IATI-EC_INTPA-2024-ACT-62007,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,CM,NA,NA,NA,NA,NA,2024-04-11,2024-04-11,2028-09-05,NA,NA,1608,NA,NA,NA,50133600,0,0,110,Standard grant,10,ODA,5,1,Bilateral,1,0,0,NA,1
XI-IATI-EC_INTPA-2022-ACT-D-44510-00,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,1,0,A01_general,1,0,2,Implementation,CM,22788000,0,0,NA,NA,2022-12-28,2022-12-28,2038-12-28,NA,NA,5844,NA,NA,NA,22788000,0,0,110,Standard grant,10,ODA,5,1,Bilateral,1,1,0,1,1
XI-IATI-EC_INTPA-2020-ACT-D-42454-00,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,CO,11394000,0,0,NA,NA,2021-09-27,2021-09-27,2028-09-27,NA,NA,2557,NA,NA,NA,11394000,0,0,110,Standard grant,10,ODA,5,1,Bilateral,1,0,0,1,1
XI-IATI-EC_INTPA-2019-ACT-D-41517-00,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,CO,20509200,0,0,NA,NA,2020-05-07,2020-05-07,2027-01-31,NA,NA,2460,NA,NA,NA,20509200,0,0,110,Standard grant,10,ODA,5,1,Bilateral,1,0,0,1,1
XI-IATI-EC_INTPA-2015-ACT-D-38302-01,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,CO,36232920,0,0,NA,NA,2016-08-26,2016-08-26,2022-08-26,NA,NA,2191,NA,NA,NA,36232920,0,0,110,Standard grant,10,ODA,5,1,Bilateral,1,0,0,1,1
XI-IATI-EC_INTPA-2022-ACT-61483,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,CO,11963700,0,0,NA,NA,2022-12-16,2022-12-16,2029-12-19,NA,NA,2560,NA,NA,NA,11963700,0,0,110,Standard grant,10,ODA,5,1,Bilateral,1,0,0,1,1
XI-IATI-EC_INTPA-2021-ACT-61633,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,CO,11394000,0,0,NA,NA,2025-12-23,2023-02-27,2031-11-21,NA,NA,2159,NA,NA,NA,11394000,0,0,110,Standard grant,10,ODA,5,1,Bilateral,1,0,0,1,1
XI-IATI-EC_INTPA-2015-ACT-D-38302-02,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,CO,36232920,0,0,NA,NA,2016-08-26,2016-08-26,2022-08-26,NA,NA,2191,NA,NA,NA,36232920,0,0,110,Standard grant,10,ODA,5,1,Bilateral,1,0,0,1,1
XI-IATI-EC_INTPA-2021-ACT-63101,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,1,0,A01_general,1,0,2,Implementation,CV,NA,NA,NA,NA,NA,2025-11-27,NA,2030-11-27,NA,NA,1826,NA,NA,NA,20509200,0,0,110,Standard grant,10,ODA,5,1,Bilateral,1,1,0,NA,1
XI-IATI-EC_INTPA-2021-ACT-60940,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,1,0,A01_general,1,0,2,Implementation,CV,20395260,0,0,NA,NA,2021-12-16,2021-12-16,2029-12-20,NA,NA,2926,NA,NA,NA,20395260,0,0,110,Standard grant,10,ODA,5,1,Bilateral,1,1,0,1,1
XI-IATI-EC_INTPA-2018-ACT-D-40855-00,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,1,0,A01_general,1,0,2,Implementation,DM,22332240,0,0,NA,NA,2018-07-17,2018-07-17,2025-07-17,NA,NA,2557,NA,NA,NA,22332240,0,0,110,Standard grant,10,ODA,5,1,Bilateral,1,1,0,1,1
XI-IATI-EC_INTPA-2018-ACT-D-41630-00,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,DM,2985228,0,0,NA,NA,2019-06-19,2019-06-19,2024-12-19,NA,NA,2010,NA,NA,NA,2518074,0,0,110,Standard grant,10,ODA,5,1,Bilateral,1,0,0,1,1
XI-IATI-EC_INTPA-2022-ACT-61489,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,DO,14812200,0,0,NA,NA,2022-12-20,2022-12-20,2028-12-21,NA,NA,2193,NA,NA,NA,14812200,0,0,110,Standard grant,10,ODA,5,1,Bilateral,1,0,0,1,1
XI-IATI-EC_INTPA-2018-ACT-D-39315-00,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,DO,16863120,0,0,NA,NA,2018-12-27,2018-12-27,2024-12-27,NA,NA,2192,NA,NA,NA,16863120,0,0,110,Standard grant,10,ODA,5,1,Bilateral,1,0,0,1,1
XI-IATI-EC_INTPA-2019-ACT-D-41940-00,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,DO,5697000,0,0,NA,NA,2020-10-27,2020-10-27,2027-10-27,NA,NA,2556,NA,NA,NA,5697000,0,0,110,Standard grant,10,ODA,5,1,Bilateral,1,0,0,1,1
