iatiidentifier,donor_ref,donor,x1_donor_type,modality,status_code,status_name,recipient_main,commitment_usd,disbursement_usd,n_disb_years,first_disb_year,last_disb_year,y1_gap,planned_end,actual_end,y2_early_days,budget_orig,budget_ccy,n_budget_lines,cp_eligible,planned_start,actual_start
XI-IATI-EC_INTPA-2024-PC-37833,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,Multilateral,A01_general,2,Implementation,ZM,66654900.0,0,0,,,1.0,2026-10-11,,,0.0,,12,0,2024-07-10,2024-08-01
XI-IATI-EC_INTPA-2024-PC-40050,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,Multilateral,A02_sector,2,Implementation,KH,45576000.0,0,0,,,1.0,2028-03-27,,,0.0,,12,0,2024-03-27,2024-03-27
XI-IATI-EC_INTPA-2024-PC-41558,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,Multilateral,A01_general,2,Implementation,GM,278013.60000000003,55602.72,1,2024,2024,0.8,2026-09-24,,,0.0,,12,0,2024-09-30,2024-11-01
XI-IATI-EC_INTPA-2024-PC-44588,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,Multilateral,A01_general,2,Implementation,TO,2278800.0,3325.2249600000005,1,2024,2024,0.9985408000000001,2027-11-15,,,0.0,,12,0,2024-11-15,2024-11-15
XI-IATI-EC_INTPA-2024-PC-44598,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,Multilateral,A01_general,2,Implementation,SN,325009.29240000003,65001.630600000004,1,2024,2024,0.8000007011491835,2026-10-13,,,0.0,,12,0,2024-10-14,2024-10-14
XI-IATI-EC_INTPA-2024-PC-45725,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,Multilateral,A02_sector,2,Implementation,NE,311318.20503,0,0,,,1.0,2025-09-11,2025-09-11,0,,,,0,2024-12-10,2024-12-11
XI-IATI-EC_INTPA-2024-PC-46872,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,Multilateral,A01_general,4,Closed,SS,39708.090000000004,0,0,,,1.0,2026-01-01,2026-01-01,0,0.0,,12,0,2024-12-10,2025-01-01
XI-IATI-EC_INTPA-2024-PC-47768,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,Multilateral,A01_general,2,Implementation,MR,190279800.0,0,0,,,1.0,2027-11-25,,,0.0,,12,0,2024-11-25,2024-11-25
XI-IATI-EC_INTPA-2024-PC-53145,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,Multilateral,A02_sector,2,Implementation,CO,4557600.0,0,0,,,1.0,2029-03-04,,,0.0,,12,0,2024-12-23,2025-03-05
XI-IATI-EC_INTPA-2025-PC-26320,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,Multilateral,A02_sector,2,Implementation,BD,1025460.0,666549.0,1,2025,2025,0.35,2026-12-31,,,0.0,,12,0,2025-04-26,2025-05-01
XI-IATI-EC_INTPA-2025-PC-36183,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,Multilateral,A01_general,4,Closed,LR,23927400.0,23927400.0,1,2025,2025,0.0,2027-10-31,,,0.0,,12,0,2025-10-15,2025-11-01
XI-IATI-EC_INTPA-2025-PC-36398,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,Multilateral,A02_sector,2,Implementation,CM,5240396.8440000005,1048079.3688,1,2025,2025,0.7999999999999999,2028-08-31,,,0.0,,12,0,2025-08-20,2025-09-01
XI-IATI-EC_INTPA-2025-PC-36473,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,Multilateral,A01_general,2,Implementation,SL,4752437.4,341808.606,1,2025,2025,0.9280771997122993,2029-01-05,,,0.0,,12,0,2025-07-06,2025-07-06
XI-IATI-EC_INTPA-2025-PC-36663,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,Multilateral,A02_sector,2,Implementation,FJ,797422.7628,257719.7466,1,2025,2025,0.6768091423737822,2027-12-13,,,0.0,,12,0,2025-04-14,2025-04-14
XI-IATI-EC_INTPA-2025-PC-36947,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,Multilateral,A02_sector,2,Implementation,BD,1401792.4260000002,254876.94360000003,1,2025,2025,0.8181778279917742,2027-04-30,,,0.0,,12,0,2025-04-29,2025-05-01
XI-IATI-EC_INTPA-2025-PC-37761,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,Multilateral,A02_sector,2,Implementation,ST,258176.646,103270.6584,1,2025,2025,0.6,2026-06-25,2026-06-25,0,0.0,,12,0,2025-06-26,2025-06-26
XI-IATI-EC_INTPA-2025-PC-42917,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,Multilateral,A02_sector,2,Implementation,WF,22788000.0,0,0,,,1.0,2029-12-10,,,20000000.0,,12,0,2025-12-11,2025-12-11
XI-IATI-EC_INTPA-2025-PC-49248,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,Multilateral,A02_sector,2,Implementation,VU,18230400.0,0,0,,,1.0,2031-07-28,,,0.0,,12,0,2025-07-29,2025-07-29
XI-IATI-EC_INTPA-2025-PC-49555,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,Multilateral,A01_general,2,Implementation,GM,156667.5,31333.5,1,2025,2025,0.8,2026-05-04,2026-05-04,0,0.0,,12,0,2025-06-05,2025-07-07
XI-IATI-EC_INTPA-2025-PC-50869,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,Multilateral,A01_general,4,Closed,GM,156462.408,62584.963200000006,1,2025,2025,0.6,2026-01-31,2026-01-31,0,0.0,,12,0,2025-06-05,2025-06-05
XI-IATI-EC_INTPA-2025-PC-52115,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,Multilateral,A01_general,2,Implementation,ZM,943708.05,341818.8606,1,2025,2025,0.6377917295502565,2027-02-24,,,0.0,,12,0,2025-08-19,2025-08-25
XI-IATI-EC_INTPA-2025-PC-52952,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,Multilateral,A02_sector,2,Implementation,TL,10254600.0,0,0,,,1.0,2030-05-25,,,0.0,,12,0,2025-05-26,2025-05-26
XI-IATI-EC_INTPA-2025-PC-53379,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,Multilateral,A01_general,2,Implementation,KI,611288.1,118839.42000000001,1,2025,2025,0.8055917986952469,2028-01-14,,,0.0,,12,0,2025-08-15,2025-08-15
XI-IATI-EC_INTPA-2025-PC-53445,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,Multilateral,A01_general,2,Implementation,MR,1730862.54,692345.0160000001,1,2025,2025,0.6,2026-11-09,,,0.0,,12,0,2025-11-12,2025-11-10
XI-IATI-EC_INTPA-2025-PC-53764,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,Multilateral,A01_general,2,Implementation,CV,20509200.0,0,0,,,1.0,2028-11-27,,,0.0,,12,0,2025-12-27,2025-11-27
XI-IATI-EC_INTPA-2025-PC-55044,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,Multilateral,A02_sector,4,Closed,AO,105907.23000000001,42362.892,1,2025,2025,0.6000000000000001,2026-01-21,2026-01-21,0,0.0,,12,0,2025-07-16,2025-07-16
XI-IATI-EC_INTPA-2025-PC-55340,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,Multilateral,A02_sector,2,Implementation,JM,7520040.0,0,0,,,1.0,2029-12-01,,,,,,0,2025-12-03,2025-12-02
XI-IATI-EC_INTPA-2025-PC-59817,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,Multilateral,A01_general,2,Implementation,SL,10254600.0,3276318.4938000003,1,2025,2025,0.6805025555555555,2028-06-30,,,0.0,,12,0,2025-07-01,2025-07-01
XI-IATI-EC_INTPA-2025-PC-61997,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,Multilateral,A02_sector,2,Implementation,KG,17091000.0,0,0,,,1.0,2028-11-30,,,0.0,,12,0,2025-11-27,2025-12-01
XI-IATI-EC_INTPA-2025-PC-69397,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,Multilateral,A01_general,2,Implementation,LR,39879000.0,0,0,,,1.0,2028-11-27,,,0.0,,12,0,2025-11-21,2025-11-28
XI-IATI-EC_INTPA-2025-PC-72129,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,Multilateral,A01_general,2,Implementation,SN,1139400.0,379841.778,1,2026,2026,0.6666300000000001,2029-06-30,,,0.0,,12,0,2025-12-19,2026-07-01
XI-IATI-EC_INTPA-2025-PC-72780,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,Multilateral,A01_general,2,Implementation,PG,12533400.0,0,0,,,1.0,2032-09-11,,,,,,0,2025-09-11,2026-02-28
XI-IATI-EC_INTPA-2026-PC-37759,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,Multilateral,A02_sector,2,Implementation,ST,297047.277,118818.91080000001,1,2026,2026,0.6,2027-05-14,,,370000.0,,12,0,2026-05-15,2026-05-15
XI-IATI-EC_INTPA-2026-PC-38372,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,Multilateral,A02_sector,2,Implementation,GL,1228615.02,245723.00400000002,1,2026,2026,0.8,2028-04-14,,,1100000.0,,12,0,2026-04-21,2026-04-15
XI-IATI-EC_INTPA-2026-PC-42830,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,Multilateral,A02_sector,2,Implementation,KG,1139400.0,350275.100004,1,2026,2026,0.69257934,2028-10-08,,,1000000.0,,12,0,2026-02-06,2026-02-09
XI-IATI-EC_INTPA-2026-PC-49465,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,Multilateral,A02_sector,2,Implementation,VU,3076024.5072000003,620118.3336,1,2026,2026,0.7984026680709145,2031-05-27,,,,,,0,2026-05-28,2026-05-28
XI-IATI-EC_INTPA-2026-PC-53801,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,Multilateral,A02_sector,2,Implementation,LA,2143872.2520000003,321580.83780000004,1,2026,2026,0.85,2029-03-01,,,1881580.0,,12,0,2026-03-02,2026-03-02
XI-IATI-EC_INTPA-2026-PC-53819,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,Multilateral,A01_general,2,Implementation,SO,25066800.0,0,0,,,1.0,2030-02-19,,,22000000.0,,12,0,2026-02-17,2026-02-20
XI-IATI-EC_INTPA-2026-PC-64428,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,Multilateral,A01_general,2,Implementation,PG,1758549.9600000002,0,0,,,1.0,2028-12-31,,,1995340.0,,12,0,2026-06-04,2026-07-01
XI-IATI-EC_INTPA-2026-PC-75396,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,Multilateral,A01_general,2,Implementation,PG,2392748.978472,1435526.220222,1,2026,2026,0.40005147504494126,2028-01-30,,,1575000.0,,12,0,2026-04-30,2026-04-30
XI-IATI-EC_INTPA-2026-PC-75410,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,Multilateral,A02_sector,2,Implementation,KG,17091000.0,0,0,,,1.0,2031-04-05,,,15000000.0,,12,0,2026-04-16,2026-04-06
XI-IATI-EC_INTPA-2026-PC-75852,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,Multilateral,A01_general,2,Implementation,GM,151312.32,30262.464,1,2026,2026,0.7999999999999999,2027-03-18,,,170000.0,,12,0,2026-03-18,2026-03-18
XI-IATI-EC_INTPA-2026-PC-75966,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,Multilateral,A02_sector,1,Pipeline/identification,MM,79758000.0,42157800.0,1,2026,2026,0.4714285714285714,2031-12-31,,,140000000.0,,12,0,2026-02-28,2026-02-28
XI-IATI-EC_INTPA-2026-PC-76775,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,Multilateral,A02_sector,2,Implementation,MM,20509.2,0,0,,,1.0,2027-06-21,,,20000.0,,12,0,2026-06-22,2026-06-22
XI-IATI-EC_INTPA-2026-PC-77174,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,Multilateral,A02_sector,2,Implementation,NE,398790.0,0,0,,,1.0,2027-12-29,,,,,,0,2026-03-05,2026-03-09
XI-IATI-EC_INTPA-2026-PC-78665,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,Multilateral,A02_sector,2,Implementation,VN,132647.80860000002,53059.12344,1,2026,2026,0.6000000000000001,2026-11-03,,,,,,0,2026-04-24,2026-05-04
XI-IATI-EC_INTPA-2026-PC-80732,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,Multilateral,A02_sector,2,Implementation,JM,22788.0,0,0,,,1.0,2026-08-18,,,,,,0,2026-05-18,2026-05-19
XI-IATI-EC_INTPA-2026-PC-81164,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,Multilateral,A02_sector,2,Implementation,LA,2563650.0,0,0,,,1.0,2029-08-31,,,,,,0,2026-06-18,
XI-IATI-EC_NEAR-2011-ACT-D-22775-00,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,Multilateral,A02_sector,2,Implementation,MA,12112787.892168,0,0,,,1.0,2022-01-03,,,0.0,,12,0,2012-07-03,2012-07-03
XI-IATI-EC_NEAR-2012-ACT-D-24572-00,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,Multilateral,A02_sector,2,Implementation,EG,158272.91460000002,0,0,,,1.0,2022-05-27,,,0.0,,12,0,2013-11-27,2013-11-27
XI-IATI-EC_NEAR-2014-ACT-D-32813-01,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,Multilateral,A02_sector,2,Implementation,AL,84989353.779414,0,0,,,1.0,2027-12-11,,,,,,0,2015-12-11,2015-12-11
XI-IATI-EC_NEAR-2014-ACT-D-37371-00,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,Multilateral,A02_sector,2,Implementation,MA,95618363.707188,0,0,,,1.0,2025-12-29,,,-293462.91,,12,0,2015-12-29,2015-12-29
XI-IATI-EC_NEAR-2015-ACT-D-37735-00,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,Multilateral,A02_sector,2,Implementation,JO,53640905.671782,0,0,,,1.0,2029-01-19,,,0.0,,12,0,2016-07-20,2016-07-20
XI-IATI-EC_NEAR-2015-ACT-D-37894-03,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,Multilateral,A02_sector,2,Implementation,ME,28880200.650726,0,0,,,1.0,2028-09-22,,,,,,0,2016-09-22,2016-09-22
XI-IATI-EC_NEAR-2015-ACT-D-38144-00,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,Multilateral,A02_sector,2,Implementation,MD,69279103.048392,0,0,,,1.0,2023-12-13,,,0.0,,12,0,2016-12-14,2016-12-14
XI-IATI-EC_NEAR-2015-ACT-D-38422-00,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,Multilateral,A02_sector,2,Implementation,TN,49677840.0,0,0,,,1.0,2025-11-28,,,0.0,,12,0,2016-11-29,2016-11-29
XI-IATI-EC_NEAR-2015-ACT-D-38444-04,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,Multilateral,A02_sector,2,Implementation,RS,91152000.0,0,0,,,1.0,2029-12-02,,,0.0,,12,0,2016-12-02,2016-12-02
XI-IATI-EC_NEAR-2015-ACT-D-38715-01,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,Multilateral,A02_sector,2,Implementation,AL,77567178.930516,0,0,,,1.0,2028-09-30,,,,,,0,2016-09-30,2016-09-30
XI-IATI-EC_NEAR-2015-ACT-D-38716-05,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,Multilateral,A02_sector,2,Implementation,AL,39544454.829726,0,0,,,1.0,2028-09-30,,,0.0,,12,0,2016-09-30,2016-09-30
XI-IATI-EC_NEAR-2015-ACT-D-38720-00,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,Multilateral,A01_general,2,Implementation,TN,89022967.00875,0,0,,,1.0,2023-11-17,,,0.0,,12,0,2016-11-18,2016-11-18
XI-IATI-EC_NEAR-2016-ACT-D-38717-03,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,Multilateral,A02_sector,2,Implementation,AL,35530520.941188,0,0,,,1.0,2025-12-14,,,,,,0,2017-12-14,2017-12-14
XI-IATI-EC_NEAR-2016-ACT-D-38718-06,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,Multilateral,A02_sector,2,Implementation,AL,47156917.5,0,0,,,1.0,2025-12-14,,,,,,0,2017-12-14,2017-12-14
XI-IATI-EC_NEAR-2016-ACT-D-39318-00,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,Multilateral,A02_sector,2,Implementation,GE,88303500.0,0,0,,,1.0,2024-12-04,,,0.0,,12,0,2017-12-04,2017-12-04
XI-IATI-EC_NEAR-2016-ACT-D-39372-02,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,Multilateral,A02_sector,2,Implementation,MA,53321943.323304,0,0,,,1.0,2024-12-19,,,0.0,,12,0,2017-12-19,2017-12-19
XI-IATI-EC_NEAR-2016-ACT-D-39506-00,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,Multilateral,A02_sector,2,Implementation,TN,61043355.0,0,0,,,1.0,2024-09-30,,,0.0,,12,0,2017-03-31,2017-03-31
XI-IATI-EC_NEAR-2016-ACT-D-39569-00,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,Multilateral,A02_sector,2,Implementation,UA,135418829.00121,0,0,,,1.0,2027-07-18,,,0.0,,12,0,2016-12-19,2016-12-19
XI-IATI-EC_NEAR-2016-ACT-D-39595-00,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,Multilateral,A02_sector,2,Implementation,AM,26997103.457820002,0,0,,,1.0,2025-02-20,,,0.0,,12,0,2017-02-20,2017-02-20
XI-IATI-EC_NEAR-2016-ACT-D-39601-00,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,Multilateral,A02_sector,2,Implementation,JO,79957463.375394,0,0,,,1.0,2030-06-18,,,0.0,,12,0,2017-12-18,2017-12-18
XI-IATI-EC_NEAR-2016-ACT-D-39747-07,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,Multilateral,A02_sector,2,Implementation,XK,28485000.0,0,0,,,1.0,2029-12-15,,,0.0,,12,0,2017-12-15,2017-12-15
XI-IATI-EC_NEAR-2016-ACT-D-39803-06,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,Multilateral,A02_sector,2,Implementation,RS,31903200.0,0,0,,,1.0,,,,0.0,,12,0,2017-12-14,2017-12-14
XI-IATI-EC_NEAR-2016-ACT-D-39806-09,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,Multilateral,A02_sector,2,Implementation,RS,31219560.0,0,0,,,1.0,2023-09-27,,,0.0,,12,0,2017-09-27,2017-09-27
XI-IATI-EC_NEAR-2016-ACT-D-39842-01,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,Multilateral,A02_sector,2,Implementation,MA,117851186.59074,0,0,,,1.0,2025-12-10,,,0.0,,12,0,2017-12-11,2017-12-11
XI-IATI-EC_NEAR-2016-PCC-380129,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,Multilateral,A02_sector,2,Implementation,JO,34182000.0,32915279.307978,3,2016,2024,0.037058120999999986,2026-07-08,,,0.0,,12,1,2016-12-07,2016-12-08
XI-IATI-EC_NEAR-2016-PCC-380130,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,Multilateral,A02_sector,2,Implementation,JO,5697000.0,5697000.0,2,2016,2022,0.0,2024-01-08,2024-01-08,0,0.0,,12,0,2016-12-07,2016-12-08
XI-IATI-EC_NEAR-2016-PCC-383649,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,Multilateral,A02_sector,2,Implementation,AL,2848500.0,2611117.404,3,2017,2022,0.08333599999999997,2022-09-30,2022-09-30,0,0.0,,12,1,2016-07-25,2016-09-30
XI-IATI-EC_NEAR-2017-ACT-D-40260-00,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,Multilateral,A02_sector,2,Implementation,MA,39879000.0,0,0,,,1.0,2026-12-24,,,0.0,,12,0,2018-12-24,2018-12-24
XI-IATI-EC_NEAR-2017-ACT-D-40313-00,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,Multilateral,A02_sector,2,Implementation,MA,56970000.0,0,0,,,1.0,2024-12-17,,,0.0,,12,0,2018-12-18,2018-12-18
XI-IATI-EC_NEAR-2017-ACT-D-40316-00,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,Multilateral,A02_sector,2,Implementation,JO,34182000.0,0,0,,,1.0,2030-06-18,,,0.0,,12,0,2017-12-18,2017-12-18
XI-IATI-EC_NEAR-2017-ACT-D-40318-00,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,Multilateral,A02_sector,2,Implementation,GE,66996720.0,0,0,,,1.0,2025-11-20,,,0.0,,12,0,2018-11-20,2018-11-20
XI-IATI-EC_NEAR-2017-ACT-D-40445-00,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,Multilateral,A02_sector,2,Implementation,TN,79758000.0,0,0,,,1.0,2027-11-11,,,0.0,,12,0,2018-11-12,2018-11-12
XI-IATI-EC_NEAR-2017-ACT-D-40548-00,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,Multilateral,A02_sector,2,Implementation,JO,20509200.0,0,0,,,1.0,2025-11-11,,,0.0,,12,0,2018-11-11,2018-11-11
XI-IATI-EC_NEAR-2017-ACT-D-40562-01,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,Multilateral,A02_sector,2,Implementation,TN,56970000.0,0,0,,,1.0,2028-11-15,,,0.0,,12,0,2018-11-16,2018-11-16
XI-IATI-EC_NEAR-2017-ACT-D-40695-00,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,Multilateral,A02_sector,2,Implementation,TN,82805895.0,0,0,,,1.0,2025-10-24,,,0.0,,12,0,2018-10-25,2018-10-25
XI-IATI-EC_NEAR-2017-ACT-D-40704-00,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,Multilateral,A02_sector,2,Implementation,TN,102546000.0,0,0,,,1.0,2029-11-15,,,0.0,,12,0,2018-11-16,2018-11-16
XI-IATI-EC_NEAR-2017-ACT-D-40759-00,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,Multilateral,A01_general,2,Implementation,MA,10824300.0,0,0,,,1.0,2025-12-26,,,0.0,,12,0,2018-12-18,2018-12-18
XI-IATI-EC_NEAR-2017-ACT-D-40761-01,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,Multilateral,A02_sector,2,Implementation,MA,12105099.54,0,0,,,1.0,2025-12-10,,,0.0,,12,0,2018-09-14,2018-09-14
XI-IATI-EC_NEAR-2017-PCC-385741,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,Multilateral,A02_sector,2,Implementation,UA,6038820.0,6038820.0,4,2017,2020,0.0,2023-12-19,2023-12-19,0,0.0,,12,1,2017-05-25,2016-08-01
XI-IATI-EC_NEAR-2017-PCC-394566,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,Multilateral,A02_sector,2,Implementation,JO,63008820.0,11394000.0,1,2017,2017,0.8191681735985533,2027-12-19,,,0.0,,12,0,2017-12-20,2017-12-21
XI-IATI-EC_NEAR-2017-PCC-394632,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,Multilateral,A02_sector,2,Implementation,XK,25066800.0,10288782.0,2,2019,2020,0.5895454545454546,2023-12-15,2023-12-15,0,0.0,,12,0,2017-12-19,2017-12-15
XI-IATI-EC_NEAR-2017-PCC-394764,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,Multilateral,A02_sector,2,Implementation,MA,1481220.0,1481220.0,3,2018,2020,0.0,2023-02-01,2023-02-01,0,0.0,,12,1,2017-12-27,2018-02-01
XI-IATI-EC_NEAR-2017-PCC-394816,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,Multilateral,A02_sector,2,Implementation,JO,45576000.0,35891100.0,5,2018,2024,0.2125,2024-12-18,2024-12-18,0,0.0,,12,1,2017-12-15,2017-12-18
XI-IATI-EC_NEAR-2017-PCC-394871,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,Multilateral,A02_sector,2,Implementation,MA,1709100.0,1709100.0,2,2018,2022,0.0,2022-12-01,2022-12-01,0,0.0,,12,0,2017-12-26,2018-06-01
XI-IATI-EC_NEAR-2018-ACT-D-41151-00,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,Multilateral,A02_sector,2,Implementation,MA,40955195.88684,0,0,,,1.0,2027-12-19,,,0.0,,12,0,2019-12-19,2019-12-19
XI-IATI-EC_NEAR-2018-ACT-D-41290-00,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,Multilateral,A02_sector,2,Implementation,MA,2506680.0,0,0,,,1.0,2025-12-29,,,0.0,,12,0,2018-12-20,2018-12-20
XI-IATI-EC_NEAR-2018-ACT-D-41398-00,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,Multilateral,A02_sector,2,Implementation,MA,56970000.0,0,0,,,1.0,2026-12-13,,,0.0,,12,0,2019-12-13,2019-12-13
XI-IATI-EC_NEAR-2018-ACT-D-41405-00,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,Multilateral,A02_sector,2,Implementation,GE,30029547.851999998,0,0,,,1.0,2026-07-12,,,0.0,,12,0,2019-07-12,2019-07-12
XI-IATI-EC_NEAR-2018-PCC-395584,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,Multilateral,A02_sector,2,Implementation,RS,7388724.15,0,0,,,1.0,2023-12-01,2023-12-01,0,0.0,,12,0,2018-02-20,2018-03-05
XI-IATI-EC_NEAR-2018-PCC-397293,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,Multilateral,A02_sector,2,Implementation,RS,4317995.574,0,0,,,1.0,2023-02-01,2023-02-01,0,0.0,,12,0,2018-06-27,2018-08-01
