iatiidentifier,date_type,isodate
44000-P155540,planned_end,2017-12-31
44000-P155540,actual_end,2017-12-31
44000-P177726,actual_start,2022-06-17
44000-P177726,planned_start,2022-06-17
44000-P177726,planned_end,2023-06-30
44000-P177726,actual_end,2023-06-30
44000-P161794,planned_start,2017-11-14
44000-P161794,actual_start,2017-11-22
44000-P161794,planned_end,2018-12-31
44000-P161794,actual_end,2018-12-31
44000-P180749,planned_start,2024-06-15
44000-P180749,actual_start,2024-06-20
44000-P180749,actual_end,2025-06-30
44000-P179019,planned_start,2022-12-22
44000-P179019,actual_start,2022-12-20
44000-P179019,planned_end,2023-10-31
44000-P179019,actual_end,2023-10-31
44000-P167263,planned_start,2018-09-27
44000-P167263,actual_start,2018-11-29
44000-P167263,planned_end,2020-09-30
44000-P167263,actual_end,2020-09-30
44000-P169179,planned_start,2019-10-31
44000-P169179,actual_start,2020-12-03
44000-P169179,planned_end,2022-02-28
44000-P169179,actual_end,2022-02-28
44000-P500689,planned_start,2023-12-06
44000-P500689,actual_start,2023-12-06
44000-P500689,planned_end,2024-12-24
44000-P500689,actual_end,2024-12-24
44000-P508323,planned_start,2025-06-04
44000-P508323,actual_start,2025-06-04
44000-P508323,planned_end,2026-12-31
44000-P508323,actual_end,2026-12-31
44000-P177794,planned_start,2023-11-30
44000-P177794,actual_start,2023-11-30
44000-P177794,planned_end,2026-12-31
44000-P177794,actual_end,2026-12-31
44000-P511822,planned_start,2025-12-17
44000-P511822,actual_start,2025-12-16
44000-P511822,planned_end,2029-01-15
44000-P511822,actual_end,2029-01-15
44000-P154702,planned_start,2015-05-28
44000-P154702,actual_start,2015-11-03
44000-P154702,planned_end,2016-12-31
44000-P154702,actual_end,2016-12-31
44000-P178303,planned_start,2022-09-19
44000-P178303,actual_start,2024-03-14
44000-P178303,planned_end,2025-12-31
44000-P178303,actual_end,2025-12-31
44000-P181269,planned_end,2027-02-26
44000-P181269,planned_start,2025-08-29
44000-P181269,actual_start,2025-08-29
44000-P181269,actual_end,2027-02-26
44000-P179763,planned_start,2023-05-31
44000-P179763,actual_start,2023-09-29
44000-P179763,planned_end,2024-12-15
44000-P179763,actual_end,2024-12-15
44000-P174367,planned_start,2020-10-01
44000-P174367,actual_start,2021-12-09
44000-P174367,planned_end,2023-12-31
44000-P174367,actual_end,2023-12-31
44000-P131688,planned_start,2013-11-14
44000-P131688,actual_start,2014-04-29
44000-P131688,planned_end,2014-12-30
44000-P131688,actual_end,2014-12-30
44000-P174260,planned_start,2020-07-14
44000-P174260,actual_start,2020-12-10
44000-P174260,planned_end,2021-12-31
44000-P174260,actual_end,2021-12-31
44000-P150924,planned_start,2015-04-30
44000-P150924,actual_start,2015-06-02
44000-P150924,planned_end,2016-12-31
44000-P150924,actual_end,2016-12-31
44000-P508695,planned_start,2026-03-13
44000-P508695,actual_start,2026-03-13
44000-P508695,planned_end,2027-08-31
44000-P508695,actual_end,2027-08-31
44000-P161562,planned_start,2018-02-13
44000-P161562,actual_start,2018-06-21
44000-P161562,planned_end,2021-09-30
44000-P161562,actual_end,2021-09-30
44000-P159956,planned_end,2018-06-30
44000-P159956,planned_start,2017-03-29
44000-P159956,actual_start,2017-05-31
44000-P159956,actual_end,2018-06-30
44000-P168204,planned_start,2019-05-28
44000-P168204,actual_start,2019-05-28
44000-P168204,planned_end,2020-06-30
44000-P168204,actual_end,2020-06-30
44000-P172321,planned_start,2020-05-22
44000-P172321,actual_start,2020-05-19
44000-P172321,planned_end,2021-06-30
44000-P172321,actual_end,2021-06-30
44000-P166839,planned_start,2018-12-20
44000-P166839,actual_start,2019-05-28
44000-P166839,planned_end,2020-12-31
44000-P166839,actual_end,2020-12-31
44000-P175251,planned_start,2021-06-10
44000-P175251,actual_start,2021-06-10
44000-P175251,planned_end,2022-06-30
44000-P175251,actual_end,2022-06-30
44000-P176903,planned_start,2022-01-31
44000-P176903,actual_start,2022-03-16
44000-P176903,planned_end,2023-02-28
44000-P176903,actual_end,2023-02-28
44000-P179808,planned_start,2023-05-31
44000-P179808,actual_start,2023-06-28
44000-P179808,planned_end,2024-10-31
44000-P179808,actual_end,2024-10-31
44000-P180339,planned_start,2023-05-31
44000-P180339,actual_start,2023-05-26
44000-P180339,planned_end,2025-06-30
44000-P180339,actual_end,2025-06-30
44000-P500912,planned_start,2024-05-30
44000-P500912,actual_start,2024-05-30
44000-P500912,planned_end,2025-06-30
44000-P500912,actual_end,2025-06-30
44000-P147454,planned_end,2017-05-31
44000-P179539,planned_start,2023-01-26
44000-P147454,planned_start,2014-03-27
44000-P147454,actual_start,2014-04-22
44000-P147454,actual_end,2017-05-31
44000-P179539,actual_start,2024-01-11
44000-P179539,planned_end,2024-12-31
44000-P179539,actual_end,2024-12-31
44000-P174346,planned_start,2020-07-31
44000-P174346,actual_start,2021-01-14
44000-P174346,planned_end,2021-12-31
44000-P174346,actual_end,2021-12-31
44000-P181432,planned_start,2025-01-30
44000-P181432,actual_start,2025-04-10
44000-P181432,planned_end,2028-04-28
44000-P181432,actual_end,2028-04-28
44000-P180549,planned_start,2024-09-11
44000-P180549,actual_start,2024-09-11
44000-P180549,planned_end,2025-09-30
44000-P180549,actual_end,2025-09-30
44000-P157804,planned_start,2016-03-18
44000-P157804,actual_start,2016-07-29
44000-P157804,planned_end,2017-09-30
44000-P157804,actual_end,2017-09-30
44000-P167246,planned_start,2019-05-07
44000-P167246,actual_start,2019-01-16
44000-P167246,planned_end,2020-10-31
44000-P167246,actual_end,2020-10-31
44000-P124041,planned_start,2011-11-10
44000-P124041,actual_start,2012-09-06
44000-P124041,planned_end,2013-09-30
44000-P124041,actual_end,2013-09-30
44000-P169907,planned_start,2019-03-28
44000-P169907,actual_start,2019-06-27
44000-P169907,planned_end,2021-06-30
44000-P169907,actual_end,2021-06-30
44000-P172732,planned_start,2020-05-18
44000-P172732,actual_start,2020-05-18
44000-P172732,planned_end,2022-06-30
44000-P172732,actual_end,2022-06-30
44000-P173943,planned_start,2020-05-14
44000-P173943,actual_start,2020-05-14
44000-P173943,planned_end,2021-12-01
44000-P173943,actual_end,2021-12-01
44000-P174027,planned_start,2020-09-24
44000-P174027,actual_start,2020-12-15
44000-P174027,planned_end,2022-12-31
44000-P174027,actual_end,2022-12-31
44000-P174292,planned_start,2020-06-30
44000-P174292,actual_start,2020-06-30
44000-P174292,planned_end,2021-06-30
44000-P174292,actual_end,2021-06-30
44000-P157224,planned_start,2016-11-22
44000-P157224,actual_start,2016-03-25
44000-P157224,planned_end,2017-03-31
44000-P157224,actual_end,2017-03-31
44000-P178329,planned_start,2022-07-20
44000-P178329,actual_start,2022-06-30
44000-P178329,planned_end,2024-06-30
44000-P178329,actual_end,2024-06-30
44000-P159669,planned_start,2017-02-28
44000-P159669,actual_start,2018-07-05
44000-P159669,planned_end,2019-10-31
44000-P159669,actual_end,2019-10-31
44000-P176447,planned_start,2023-08-31
44000-P176447,actual_start,2021-06-29
44000-P176447,planned_end,2022-12-31
44000-P176447,actual_end,2022-12-31
44000-P181032,planned_start,2023-06-29
44000-P181032,actual_start,2023-06-29
44000-P181032,planned_end,2023-12-31
44000-P181032,actual_end,2023-12-31
44000-P181195,planned_start,2023-11-28
44000-P181195,actual_start,2024-06-28
44000-P181195,planned_end,2026-06-30
44000-P181195,actual_end,2026-06-30
44000-P177985,planned_start,2022-07-29
44000-P177985,actual_start,2022-06-29
44000-P177985,planned_end,2023-06-30
44000-P177985,actual_end,2023-06-30
44000-P175570,planned_start,2021-03-17
44000-P175570,actual_start,2021-06-17
44000-P175570,planned_end,2022-12-31
44000-P175570,actual_end,2022-12-31
44000-P176993,planned_start,2022-05-06
44000-P176993,actual_start,2022-09-30
44000-P176993,planned_end,2023-12-31
44000-P176993,actual_end,2023-12-31
44000-P180050,planned_start,2023-01-31
44000-P180050,actual_start,2023-06-14
44000-P180050,planned_end,2024-12-31
44000-P180050,actual_end,2024-12-31
44000-P174004,planned_start,2021-09-22
44000-P174004,actual_start,2021-06-17
44000-P174004,planned_end,2022-12-31
44000-P174004,actual_end,2022-12-31
44000-P502565,planned_start,2024-12-06
44000-P502565,actual_start,2024-12-05
44000-P502565,planned_end,2027-12-31
44000-P502565,actual_end,2027-12-31
44000-P168587,planned_start,2019-05-31
44000-P168587,actual_start,2019-02-19
44000-P168587,planned_end,2020-12-31
44000-P168587,actual_end,2020-12-31
44000-P144185,planned_end,2015-12-31
44000-P144185,planned_start,2013-12-12
44000-P144185,actual_start,2014-08-26
44000-P144185,actual_end,2015-12-31
44000-P174005,planned_start,2022-05-30
44000-P174005,actual_start,2023-03-31
44000-P174005,planned_end,2024-12-31
44000-P174005,actual_end,2024-12-31
44000-P127955,actual_start,2013-02-14
44000-P127955,planned_end,2013-12-31
44000-P127955,planned_start,2013-02-28
44000-P127955,actual_end,2013-12-31
44000-P127956,planned_start,2012-12-18
44000-P127956,actual_start,2013-12-19
44000-P127956,planned_end,2014-12-31
44000-P127956,actual_end,2014-12-31
44000-P171587,planned_start,2020-05-27
44000-P171587,actual_start,2020-06-22
44000-P171587,planned_end,2021-12-31
44000-P171587,actual_end,2021-12-31
44000-P513503,planned_start,2026-04-10
44000-P513503,actual_start,2026-04-10
44000-P513503,planned_end,2027-06-30
44000-P513503,actual_end,2027-06-30
44000-P127822,actual_end,2014-03-15
44000-P127822,planned_start,2012-09-27
44000-P127822,actual_start,2013-03-27
44000-P127822,planned_end,2014-03-15
44000-P507248,planned_start,2025-03-19
44000-P507248,actual_start,2025-03-19
44000-P507248,planned_end,2026-09-30
44000-P507248,actual_end,2026-09-30
44000-P148642,planned_start,2015-02-26
44000-P148642,actual_start,2015-02-12
44000-P148642,planned_end,2015-12-31
44000-P148642,actual_end,2015-12-31
44000-P162111,planned_start,2017-10-26
44000-P162111,actual_start,2018-01-24
44000-P162111,planned_end,2018-12-31
44000-P162111,actual_end,2018-12-31
44000-P168218,planned_start,2020-02-27
44000-P168218,actual_start,2020-03-17
44000-P168218,planned_end,2021-09-30
44000-P168218,actual_end,2021-09-30
44000-P147257,planned_end,2014-12-31
44000-P147257,planned_start,2014-04-24
44000-P147257,actual_start,2014-04-29
44000-P147257,actual_end,2014-12-31
44000-P178382,planned_start,2023-12-15
44000-P178382,actual_start,2023-12-19
44000-P178382,planned_end,2024-12-31
44000-P178382,actual_end,2024-12-31
44000-P168580,planned_start,2019-06-17
44000-P168580,actual_start,2019-12-11
44000-P168580,planned_end,2023-06-15
44000-P168580,actual_end,2023-06-15
44000-P178646,planned_start,2023-01-31
44000-P178646,actual_start,2024-10-04
44000-P178646,planned_end,2026-03-31
44000-P178646,actual_end,2026-03-31
44000-P127038,actual_end,2013-12-31
44000-P149747,actual_start,2015-12-18
44000-P149747,planned_start,2015-07-30
44000-P149747,planned_end,2016-12-31
44000-P149747,actual_end,2016-12-31
44000-P176937,planned_start,2022-03-31
44000-P176937,actual_start,2022-06-16
44000-P176937,planned_end,2023-06-30
44000-P176937,actual_end,2023-06-30
44000-P130903,planned_end,2014-12-31
44000-P130903,planned_start,2012-12-18
44000-P130903,actual_start,2013-10-29
44000-P130903,actual_end,2014-12-31
44000-P126038,planned_start,2012-05-22
44000-P126038,actual_start,2012-11-29
44000-P126038,planned_end,2013-06-28
44000-P126038,actual_end,2013-06-28
44000-P130847,planned_start,2013-09-12
44000-P130847,actual_start,2014-03-13
44000-P130847,planned_end,2014-10-30
44000-P130847,actual_end,2014-10-30
44000-P120566,actual_start,2012-06-12
44000-P127038,planned_start,2011-12-18
44000-P127038,actual_start,2013-03-12
44000-P127038,planned_end,2013-12-31
44000-P120566,planned_end,2012-12-31
44000-P120566,actual_end,2012-12-31
44000-P120566,planned_start,2011-07-15
44000-P504373,planned_start,2024-07-19
44000-P504373,actual_start,2024-07-19
44000-P504373,planned_end,2027-09-30
44000-P504373,actual_end,2027-09-30
44000-P171851,planned_end,2020-05-31
44000-P180587,planned_start,2023-09-21
44000-P180587,actual_start,2023-12-15
44000-P180587,planned_end,2024-06-30
44000-P180587,actual_end,2024-06-30
44000-P171851,actual_end,2020-05-31
44000-P171851,planned_start,2019-09-19
44000-P171851,actual_start,2019-09-19
44000-P507576,planned_start,2025-05-08
44000-P507576,actual_start,2025-05-08
44000-P507576,planned_end,2026-06-30
44000-P507576,actual_end,2026-06-30
44000-P149555,actual_end,2017-09-30
44000-P149555,planned_start,2014-10-02
44000-P149555,actual_start,2016-12-16
44000-P149555,planned_end,2017-09-30
44000-P160866,planned_start,2016-11-22
44000-P160866,actual_start,2016-11-22
44000-P160866,planned_end,2018-12-31
44000-P160866,actual_end,2018-12-31
44000-P145275,planned_start,2014-04-29
44000-P145275,actual_start,2014-11-18
44000-P145275,planned_end,2015-06-30
44000-P145275,actual_end,2015-06-30
44000-P162279,planned_start,2017-07-20
44000-P162279,actual_start,2017-12-07
44000-P162279,planned_end,2018-12-31
44000-P162279,actual_end,2018-12-31
44000-P164137,planned_start,2017-10-10
44000-P164137,actual_start,2017-11-16
44000-P164137,planned_end,2018-12-31
44000-P164137,actual_end,2018-12-31
44000-P166425,planned_start,2018-07-12
44000-P166425,actual_start,2018-08-30
44000-P166425,planned_end,2019-08-31
44000-P166425,actual_end,2019-08-31
44000-P181479,planned_start,2024-03-28
44000-P166752,planned_start,2018-08-07
44000-P166752,actual_start,2019-04-30
44000-P166752,planned_end,2020-12-31
44000-P181479,actual_start,2024-06-14
44000-P166752,actual_end,2020-12-31
44000-P181479,planned_end,2026-06-30
44000-P181479,actual_end,2026-06-30
44000-P167941,planned_start,2019-08-22
44000-P167941,actual_start,2019-12-12
44000-P167941,planned_end,2023-12-31
44000-P167941,actual_end,2023-12-31
44000-P168697,planned_start,2019-07-31
44000-P168697,actual_start,2020-03-26
44000-P168697,planned_end,2021-03-26
44000-P168697,actual_end,2021-03-26
44000-P175640,planned_start,2021-06-23
44000-P175640,actual_start,2022-06-02
44000-P175640,planned_end,2023-05-31
44000-P175640,actual_end,2023-05-31
44000-P179086,planned_start,2023-06-21
44000-P179086,actual_start,2023-05-25
44000-P179086,planned_end,2024-05-24
44000-P179086,actual_end,2024-05-24
44000-P161619,planned_start,2017-11-02
44000-P161619,actual_start,2018-07-05
44000-P161619,planned_end,2019-06-30
44000-P161619,actual_end,2019-06-30
44000-P174388,planned_start,2020-07-28
44000-P174388,actual_start,2020-08-27
44000-P174388,planned_end,2021-06-30
44000-P174388,actual_end,2021-06-30
44000-P156963,planned_end,2019-07-31
44000-P167547,planned_start,2019-05-23
44000-P167547,actual_start,2019-12-12
44000-P167547,planned_end,2020-12-31
44000-P167547,actual_end,2020-12-31
44000-P143283,planned_start,2014-03-27
44000-P143283,actual_start,2014-03-28
44000-P143283,planned_end,2014-10-31
44000-P143283,actual_end,2014-10-31
44000-P156963,planned_start,2017-02-17
44000-P156963,actual_start,2018-07-05
44000-P156963,actual_end,2019-07-31
44000-P180288,planned_start,2023-06-08
44000-P180288,actual_start,2023-06-08
44000-P180288,planned_end,2024-06-30
44000-P180288,actual_end,2024-06-30
44000-P513997,planned_start,2026-06-04
44000-P509948,planned_start,2025-06-18
44000-P509948,actual_start,2025-06-18
44000-P509948,planned_end,2026-12-31
44000-P509948,actual_end,2026-12-31
44000-P513997,actual_start,2026-06-04
44000-P513997,planned_end,2028-12-29
44000-P513997,actual_end,2028-12-29
44000-P125694,actual_end,2012-12-31
44000-P150503,planned_start,2014-09-11
44000-P150503,actual_start,2014-12-18
44000-P150503,planned_end,2015-12-30
44000-P150503,actual_end,2015-12-30
44000-P153084,planned_start,2015-11-17
44000-P153084,actual_start,2015-12-10
44000-P153084,planned_end,2016-12-30
44000-P153084,actual_end,2016-12-30
44000-P126903,actual_end,2012-12-31
44000-P125694,planned_start,2011-12-15
44000-P125694,actual_start,2012-03-27
44000-P125694,planned_end,2012-12-31
44000-P126903,planned_end,2012-12-31
44000-P126903,planned_start,2012-05-17
44000-P126903,actual_start,2012-03-27
44000-P128140,planned_start,2013-03-25
44000-P128140,actual_start,2013-03-27
44000-P128140,planned_end,2014-06-30
44000-P128140,actual_end,2014-06-30
44000-P132510,planned_start,2013-04-25
44000-P132510,actual_start,2013-03-27
44000-P132510,planned_end,2014-06-30
44000-P132510,actual_end,2014-06-30
44000-P171238,planned_start,2020-07-31
44000-P171238,actual_start,2021-07-22
44000-P171238,planned_end,2022-07-31
44000-P171238,actual_end,2022-07-31
44000-P171585,planned_start,2022-07-01
44000-P171585,actual_start,2022-07-28
44000-P171585,planned_end,2023-06-30
44000-P171585,actual_end,2023-06-30
44000-P174155,planned_start,2020-08-07
44000-P174155,actual_start,2020-07-31
44000-P174155,planned_end,2021-07-31
44000-P174155,actual_end,2021-07-31
44000-P167485,planned_start,2019-03-27
44000-P167485,actual_start,2019-07-30
44000-P167485,planned_end,2020-07-23
44000-P167485,actual_end,2020-07-23
44000-P179263,planned_start,2023-08-24
44000-P179263,actual_start,2024-02-29
44000-P179263,planned_end,2027-06-30
44000-P179263,actual_end,2027-06-30
44000-P165056,planned_end,2022-06-21
44000-P165056,planned_start,2018-10-23
44000-P165056,actual_end,2022-06-21
44000-P511001,planned_start,2025-11-25
44000-P511001,actual_start,2025-11-25
44000-P511001,planned_end,2027-06-01
44000-P511001,actual_end,2027-06-01
44000-P175072,planned_start,2023-12-15
44000-P175072,actual_start,2023-12-12
44000-P175072,planned_end,2026-12-31
44000-P175072,actual_end,2026-12-31
44000-P163939,planned_start,2018-03-29
44000-P126297,planned_start,2012-03-27
44000-P163939,actual_start,2019-07-01
44000-P163939,planned_end,2022-09-30
44000-P163939,actual_end,2022-09-30
44000-P126297,actual_start,2012-03-13
44000-P126297,planned_end,2013-11-29
44000-P126297,actual_end,2013-11-29
44000-P163966,planned_start,2018-01-31
44000-P163966,actual_start,2019-07-01
44000-P163966,planned_end,2020-09-30
44000-P163966,actual_end,2020-09-30
44000-P147244,planned_start,2013-12-23
44000-P147244,actual_start,2013-12-16
44000-P147244,planned_end,2015-09-30
44000-P147244,actual_end,2015-09-30
44000-P167674,planned_start,2018-11-20
44000-P167674,actual_start,2019-06-18
44000-P167674,planned_end,2020-06-30
44000-P167674,actual_end,2020-06-30
44000-P172863,planned_start,2020-06-30
44000-P172863,actual_start,2020-05-19
44000-P172863,planned_end,2021-05-31
44000-P172863,actual_end,2021-05-31
44000-P174000,planned_start,2020-11-12
44000-P174000,actual_start,2020-12-17
44000-P174000,planned_end,2021-12-31
44000-P174000,actual_end,2021-12-31
44000-P174150,planned_start,2020-08-27
44000-P174150,actual_start,2021-01-21
44000-P174150,planned_end,2021-12-31
44000-P174150,actual_end,2021-12-31
44000-P503988,planned_end,2025-12-31
44000-P178224,planned_start,2022-03-31
44000-P178224,actual_start,2022-05-31
44000-P178224,planned_end,2023-12-31
44000-P178224,actual_end,2023-12-31
44000-P180496,planned_start,2023-03-31
44000-P180496,actual_start,2023-06-23
44000-P180496,planned_end,2024-12-31
44000-P180496,actual_end,2024-12-31
44000-P503988,planned_start,2024-06-03
44000-P503988,actual_start,2024-06-03
44000-P503988,actual_end,2025-12-31
44000-P125272,planned_start,2012-03-27
44000-P125272,actual_start,2012-06-26
44000-P125272,planned_end,2013-06-30
44000-P125272,actual_end,2013-06-30
44000-P160592,planned_start,2016-11-30
44000-P160592,actual_start,2016-12-15
44000-P160592,planned_end,2017-12-31
44000-P160592,actual_end,2017-12-31
44000-P163057,planned_start,2017-11-30
44000-P163057,actual_start,2017-12-20
44000-P163057,planned_end,2018-12-31
44000-P163057,actual_end,2018-12-31
44000-P132757,planned_start,2013-03-26
44000-P132757,actual_start,2013-04-30
44000-P132757,planned_end,2014-06-30
44000-P132757,actual_end,2014-06-30
44000-P145251,planned_start,2014-04-08
44000-P145251,actual_start,2014-03-21
44000-P145251,planned_end,2015-06-30
44000-P145251,actual_end,2015-06-30
44000-P167348,planned_start,2019-04-23
44000-P167348,actual_start,2019-07-24
44000-P167348,planned_end,2020-07-30
44000-P167348,actual_end,2020-07-30
44000-P151487,planned_start,2015-04-30
44000-P151487,actual_start,2015-12-03
44000-P151487,planned_end,2016-11-30
44000-P151487,actual_end,2016-11-30
44000-P175256,planned_start,2021-08-31
44000-P153753,planned_start,2015-10-08
44000-P153753,actual_start,2017-05-04
44000-P153753,planned_end,2018-03-31
44000-P153753,actual_end,2018-03-31
44000-P175256,actual_start,2021-12-10
44000-P175256,planned_end,2023-06-30
44000-P175256,actual_end,2023-06-30
44000-P159969,planned_start,2016-12-15
44000-P159969,actual_start,2017-02-28
44000-P159969,planned_end,2018-03-31
44000-P159969,actual_end,2018-03-31
44000-P178423,planned_start,2022-11-30
44000-P178423,actual_start,2022-12-09
44000-P178423,planned_end,2023-12-31
44000-P178423,actual_end,2023-12-31
44000-P163318,planned_start,2017-10-31
44000-P163318,actual_start,2017-12-05
44000-P163318,planned_end,2018-12-31
44000-P163318,actual_end,2018-12-31
44000-P166124,planned_start,2018-08-09
44000-P165056,actual_start,2019-06-06
44000-P166124,actual_start,2018-12-06
44000-P166124,planned_end,2019-12-31
44000-P166124,actual_end,2019-12-31
44000-P169830,planned_start,2019-10-31
44000-P169830,actual_start,2019-12-12
44000-P169830,planned_end,2020-12-31
44000-P169830,actual_end,2020-12-31
44000-P129489,planned_start,2013-03-29
44000-P129489,actual_start,2013-04-25
44000-P129489,planned_end,2013-12-31
44000-P129489,actual_end,2013-12-31
44000-P173113,planned_start,2020-10-29
44000-P173113,actual_start,2020-08-06
44000-P173113,planned_end,2021-12-31
44000-P173113,actual_end,2021-12-31
44000-P131212,actual_end,2014-03-31
44000-P131212,planned_start,2013-05-20
44000-P131212,actual_start,2013-07-16
44000-P131212,planned_end,2014-03-31
44000-P146398,planned_start,2014-07-24
44000-P146398,actual_start,2014-12-23
44000-P146398,planned_end,2015-06-30
44000-P146398,actual_end,2015-06-30
44000-P176762,planned_start,2021-10-28
44000-P176762,actual_start,2022-07-13
44000-P176762,planned_end,2023-06-30
44000-P176762,actual_end,2023-06-30
44000-P133687,planned_start,2013-09-26
44000-P166159,planned_end,2019-12-31
44000-P166159,planned_start,2018-04-26
44000-P166159,actual_start,2018-06-15
44000-P166159,actual_end,2019-12-31
44000-P508348,planned_start,2025-12-18
44000-P508348,actual_start,2025-12-18
44000-P508348,planned_end,2026-12-31
44000-P508348,actual_end,2026-12-31
44000-P181306,planned_start,2024-03-29
44000-P181306,actual_start,2024-03-22
44000-P181306,planned_end,2025-12-31
44000-P181306,actual_end,2025-12-31
44000-P151804,planned_start,2015-06-02
44000-P151804,actual_start,2015-04-07
44000-P151804,planned_end,2016-04-30
44000-P151804,actual_end,2016-04-30
44000-P122738,planned_start,2011-07-14
44000-P122738,actual_start,2011-10-18
44000-P122738,planned_end,2021-06-30
44000-P122738,actual_end,2021-06-30
44000-P127332,planned_start,2012-04-05
44000-P127332,actual_start,2013-03-26
44000-P127332,planned_end,2014-06-30
44000-P127332,actual_end,2014-06-30
44000-P133687,actual_start,2014-07-15
44000-P133687,planned_end,2015-06-30
44000-P133687,actual_end,2015-06-30
44000-P178668,planned_start,2023-07-06
44000-P178668,actual_start,2023-11-22
44000-P178668,planned_end,2024-12-31
44000-P178668,actual_end,2024-12-31
44000-P154422,planned_start,2015-11-30
44000-P154422,actual_start,2015-12-22
44000-P154422,planned_end,2016-12-31
44000-P154422,actual_end,2016-12-31
44000-P175930,planned_start,2021-12-01
44000-P175930,actual_start,2022-06-24
44000-P175930,planned_end,2023-12-29
44000-P175930,actual_end,2023-12-29
44000-P179817,planned_start,2023-04-05
44000-P179817,actual_start,2023-04-27
44000-P179817,planned_end,2025-12-31
44000-P179817,actual_end,2025-12-31
44000-P146537,planned_start,2014-04-23
44000-P146537,actual_start,2014-12-05
44000-P146537,planned_end,2015-03-31
44000-P146537,actual_end,2015-03-31
44000-P146942,planned_start,2014-01-23
44000-P146942,actual_start,2013-12-30
44000-P146942,planned_end,2015-01-30
44000-P146942,actual_end,2015-01-30
44000-P174107,planned_start,2020-07-31
44000-P174107,actual_start,2020-12-08
44000-P174107,planned_end,2021-12-31
44000-P174107,actual_end,2021-12-31
44000-P174191,planned_start,2021-01-14
44000-P174191,actual_start,2022-03-14
44000-P174191,planned_end,2028-03-14
44000-P174191,actual_end,2028-03-14
44000-P128434,planned_start,2012-11-06
44000-P128434,actual_start,2013-01-24
44000-P128434,planned_end,2013-06-30
44000-P128434,actual_end,2013-06-30
44000-P146930,planned_start,2014-07-03
44000-P146930,actual_start,2015-03-30
44000-P146930,planned_end,2016-03-28
44000-P146930,actual_end,2016-03-28
44000-P501661,planned_start,2024-06-13
44000-P501661,actual_start,2024-06-13
44000-P501661,planned_end,2025-12-31
44000-P501661,actual_end,2025-12-31
44000-P174152,planned_start,2020-07-06
44000-P174152,actual_start,2020-10-22
44000-P174152,planned_end,2021-06-30
44000-P174152,actual_end,2021-06-30
44000-P130012,planned_start,2012-11-15
44000-P130012,actual_start,2013-06-28
44000-P130012,planned_end,2015-03-31
44000-P130012,actual_end,2015-03-31
44000-P123353,planned_start,2011-09-29
44000-P123353,actual_start,2012-03-29
44000-P123353,planned_end,2014-06-30
44000-P123353,actual_end,2014-06-30
44000-P123352,planned_start,2011-09-29
44000-P123352,actual_start,2014-03-27
44000-P123352,planned_end,2015-05-31
44000-P123352,actual_end,2015-05-31
44000-P151480,planned_start,2015-01-26
44000-P151480,actual_start,2015-04-29
44000-P151480,planned_end,2016-12-31
44000-P151480,actual_end,2016-12-31
44000-P170248,actual_end,2021-06-30
44000-P170248,planned_end,2021-06-30
44000-P170248,planned_start,2019-12-30
44000-P170248,actual_start,2020-06-02
44000-P173044,actual_end,2021-06-30
44000-P177776,planned_start,2022-06-15
44000-P177776,actual_start,2022-07-14
44000-P177776,planned_end,2023-06-30
44000-P177776,actual_end,2023-06-30
44000-P173982,planned_start,2021-06-16
44000-P173982,actual_start,2021-06-16
44000-P173982,planned_end,2022-05-31
44000-P173982,actual_end,2022-05-31
44000-P173044,planned_start,2020-07-07
44000-P173044,actual_start,2020-09-17
44000-P173044,planned_end,2021-06-30
44000-P168869,planned_start,2019-03-28
44000-P168869,actual_start,2019-06-13
44000-P168869,planned_end,2020-06-30
44000-P168869,actual_end,2020-06-30
44000-P176498,planned_start,2022-10-10
44000-P176498,actual_start,2024-02-29
44000-P176498,planned_end,2025-02-28
44000-P176498,actual_end,2025-02-28
44000-P159547,planned_start,2017-03-31
44000-P159547,actual_start,2018-08-07
44000-P159547,planned_end,2019-06-30
44000-P159547,actual_end,2019-06-30
44000-P181344,planned_start,2024-09-30
44000-P181344,actual_start,2024-10-08
44000-P181344,planned_end,2027-11-30
44000-P181344,actual_end,2027-11-30
44000-P178687,planned_start,2024-12-12
44000-P178687,actual_start,2024-12-12
44000-P178687,planned_end,2025-12-15
44000-P178687,actual_end,2025-12-15
44000-P166788,planned_start,2019-04-30
44000-P166788,actual_start,2020-03-10
44000-P166788,planned_end,2024-11-30
44000-P166788,actual_end,2024-11-30
44000-P170477,planned_start,2019-06-27
44000-P170477,actual_start,2020-03-24
44000-P170477,planned_end,2021-06-30
44000-P170477,actual_end,2021-06-30
44000-P174440,planned_start,2021-02-22
44000-P174440,actual_start,2021-03-25
44000-P174440,planned_end,2022-05-31
44000-P174440,actual_end,2022-05-31
44000-P176881,planned_start,2022-02-24
44000-P176881,actual_start,2022-03-24
44000-P176881,planned_end,2023-06-30
44000-P176881,actual_end,2023-06-30
44000-P178531,planned_start,2024-05-06
44000-P178531,actual_start,2024-05-06
44000-P178531,planned_end,2025-04-25
44000-P178531,actual_end,2025-04-25
44000-P149831,planned_end,2018-03-12
44000-P154981,planned_end,2020-09-30
44000-P101177,planned_start,2008-03-20
44000-P101177,actual_start,2009-04-09
44000-P101177,planned_end,2015-09-08
44000-P101177,actual_end,2015-09-08
44000-P149831,actual_end,2018-03-12
